,flight_number,origin_station_code,destination_station_code,scheduled_departure_date,arrival_delay_group,departure_delay_group,entity,verbatim_text,seat_factor_band,ques_verbatim_text,loyalty_program_level,fleet_type_description,fleet_usage,response_group,sentiments,transformed_text
97,2650,ORX,LAX,2022-09-11,Early & Ontime,Delayed,Domestic,"Had pre ordered drinks. Attendant had no record of pre order. When I inquired about white wine, only choice was Chardonnay. Then requested vodka. Vodka brand served was not the best. My husband's Jack Daniels was what he had requested so that was fine.",90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B757-300,Mainline,member,Neutral,pre order drink attend record pre order inquir white wine choic chardonnay request vodka vodka brand serv best husband jack daniel request fine
98,17,EWX,LHX,2022-09-11,Delayed,Early & Ontime,Atlantic,Water bottles are too small. a larger size could be offered.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B767-300,Mainline,member,Neutral,water bottl small larger size could offer
99,972,FCX,ORX,2022-09-11,Delayed,Delayed,Atlantic,Snack was better than the dinner.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier 1k,B787-8,Mainline,member,Neutral,snack better dinner
100,4398,ORX,GRX,2022-09-11,Early & Ontime,Delayed,Domestic,There was so much turbulence. no drinks were offered.,80+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,CRJ-550,Express,non-member,Neutral,much turbul drink offer
101,1129,SFX,EWX,2022-09-11,Delayed,Early & Ontime,Domestic,Please provide light snack.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B777-300,Mainline,member,Neutral,pleas provid light snack
102,6161,LGX,IAX,2022-09-11,Early & Ontime,Delayed,Domestic,None.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,ERJ-175,Express,member,Neutral,none
103,64,GRX,IAX,2022-09-11,Early & Ontime,Early & Ontime,Latin,Dinner not that tasty... breakfast should have a savory bread option or similar.,80+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B787-9,Mainline,member,Neutral,dinner tasti breakfast savori bread option similar
104,2028,MSX,EWX,2022-09-07,Delayed,Early & Ontime,Domestic,None.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,A319-100,Mainline,member,Neutral,none
105,1759,DEX,KOX,2022-09-12,Delayed,Delayed,Domestic,would like ice and lemonade.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,B757-200,Mainline,non-member,Neutral,would like ice lemonad
106,2175,YYX,ORX,2022-09-12,Early & Ontime,Early & Ontime,Domestic,I would have expected a 2nd service of beverages given the duration of the flight.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier silver,A319-100,Mainline,member,Neutral,would expect 2nd servic beverag given durat flight
107,1547,SFX,EWX,2022-09-12,Early & Ontime,Early & Ontime,Domestic,"You only have one sugar free soda, and that with caffeine. I think you could do better. How about one sugar free caffeine free offering?. All snacks loaded with sugar. How about some pretzels or something not so loaded with sugar?.",90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier gold,B777-300,Mainline,member,Neutral,one sugar free soda caffein think could better one sugar free caffein free offer snack load sugar pretzel someth load sugar
108,2243,ORX,LAX,2022-09-12,Early & Ontime,Early & Ontime,Domestic,I think it is excellent that you continue to provide Biscoff cookies and Stroopwafels. Truly an experience of decadence in an otherwise humdrum world.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,B757-300,Mainline,non-member,Neutral,think excel continu provid biscoff cooki stroopwafel truli experi decad otherwis humdrum world
109,2625,LGX,DEX,2022-09-12,Early & Ontime,Early & Ontime,Domestic,Beverage selection was ok.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B737-800,Mainline,member,Neutral,beverag select ok
110,301,SFX,HNX,2022-09-12,Early & Ontime,Delayed,Domestic,"It would be nice if you offered other diet options other than just Diet Coke, like Diet 7Up or Sprite. The quality of food in Business class has always been lacking. I had connected from a flight from Europe on Turkish Airlines. the quality of food was like comparing a 5 star restaurant to McDonalds. No matter what the comments, I highly doubt that United will get on par with the best airlines in the food quality in Business Class as I have heard the same thing from other travelers for many years. United obviously does not consider this to be a priority, whereas they absolutely should.",90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B777-200,Mainline,member,Neutral,would nice offer diet option diet coke like diet 7up sprite qualiti food busi class alway lack connect flight europ turkish airlin qualiti food like compar 5 star restaur mcdonald matter comment highli doubt unit get par best airlin food qualiti busi class heard thing travel mani year unit obvious consid prioriti wherea absolut
111,998,ACX,IAX,2022-09-12,Early & Ontime,Early & Ontime,Atlantic,N/A.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B787-8,Mainline,member,Neutral,
112,3800,MBX,ORX,2022-09-11,Early & Ontime,Early & Ontime,Domestic,no.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier silver,CRJ-200,Express,member,Neutral,
113,41,EWX,FCX,2022-09-12,Delayed,Delayed,Atlantic,While the food was hot the menu leaves something to be desired. Quinoa is an ingredient that could be replaced with Oreo.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B777-300,Mainline,member,Neutral,food hot menu leav someth desir quinoa ingredi could replac oreo
114,925,IAX,LHX,2022-09-12,Delayed,Delayed,Atlantic,The Pinot noir was kind of a fruit bomb of a wine. Did not have more than a couple sips.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier 1k,B767-300,Mainline,member,Neutral,pinot noir kind fruit bomb wine coupl sip
115,1461,DEX,STX,2022-09-13,Delayed,Delayed,Domestic,No.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,A320-200,Mainline,non-member,Neutral,
116,1860,EWX,IAX,2022-09-13,Early & Ontime,Early & Ontime,Domestic,There really was no food or beverage offered in 1st class on this flight—only a glass of water.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,A320-200,Mainline,member,Neutral,realli food beverag offer 1st class glass water
117,663,EWX,DFX,2022-09-13,Early & Ontime,Delayed,Domestic,Portions too small and pret.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier silver,A320-200,Mainline,member,Neutral,portion small pret
118,5752,SFX,SMX,2022-09-13,Delayed,Early & Ontime,Domestic,Too short for service.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,CRJ-200,Express,member,Neutral,short servic
119,333,PDX,ORX,2022-09-14,Early & Ontime,Early & Ontime,Domestic,"When getting a soft drink, the flight attendant should always offer the whole can.",90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B737-900,Mainline,member,Neutral,get soft drink flight attend alway offer whole
120,2401,BOX,SFX,2022-09-14,Early & Ontime,Early & Ontime,Domestic,"It would be good to allow more preorder of the meal items. I tried to preorder shortly after I received the notification, but all of the food items were already sold out. Thus, I ended up preordering a Tapas snack box, which I then swapped to the burger on board when they had inventory.",80+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier 1k,B737-MAX9,Mainline,member,Neutral,would good allow preorder meal item tri preorder shortli receiv notif food item alreadi sold thu end preorder tapa snack box swap burger board inventori
121,3587,EWX,GSX,2022-09-14,Delayed,Delayed,Domestic,On my first flight segment from Milan to Newark I pre-selected a vegan meal. They provided me a curry dish with Chicken in it and a salad with some white creamy dressing. Clearly NOT a vegan meal.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier 1k,ERJ-170,Express,member,Neutral,first flight segment milan newark vegan meal provid curri dish chicken salad white creami dress clearli vegan meal
122,1918,IAX,MEX,2022-09-13,Early & Ontime,Early & Ontime,Domestic,No.,0 to 70,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,A320-200,Mainline,non-member,Neutral,
123,5516,GSX,DEX,2022-09-13,Early & Ontime,Early & Ontime,Domestic,"When we first took off the flight attendants told us there were no snacks, the previous employees had failed to refill, but then later on they gave us a choice between strop waffles and pretzels so I think they found some somewhere. I felt bad for the flight attendants for having to deal with that. They were great though!.",90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,ERJ-175,Express,member,Neutral,first took flight attend told us snack previou employe fail refil later gave us choic strop waffl pretzel think found somewher felt bad flight attend deal great though
124,339,BTX,IAX,2022-09-14,Delayed,Early & Ontime,Domestic,No snack.,0 to 70,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,A320-200,Mainline,member,Neutral,snack
125,2602,DEX,RSX,2022-09-15,Early & Ontime,Delayed,Domestic,I wanted to comment on the United Club food - eggs and bacon ar very good addition.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier gold,B737-MAX9,Mainline,member,Neutral,want comment unit club food egg bacon ar good addit
126,46,ZRX,SFX,2022-09-15,Delayed,Delayed,Atlantic,"Great offer!. Meal, snack, water, and so on.",80+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,B777-200,Mainline,non-member,Neutral,great offer meal snack water
127,4368,MFX,IAX,2022-09-10,Early & Ontime,Early & Ontime,Domestic,None.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,ERJ-145,Express,member,Neutral,none
128,4503,LGX,IAX,2022-09-15,Early & Ontime,Early & Ontime,Domestic,Thank you for carrying Buffalo Trace!. It is the best bourbon that you can not find in stores around the US.,0 to 70,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier platinum,CRJ-550,Express,member,Neutral,thank carri buffalo trace best bourbon find store around us
